t_lag,D_wx,D_wy,D_wz,D_ty,D_tz,D_wty,D_wtz
0.0,2.5046372220540927e-09,2.688715721644172e-09,2.562628298090604e-09,7.926038022352311e-09,5.204776026821153e-09,3.418217299342775e-10,2.141620477682996e-10
0.15,2.5040906941602285e-09,2.4923541694705905e-09,2.5201692425639753e-09,9.487207447787268e-10,2.0029609142363918e-10,-2.0441064743470574e-11,5.2309350646619116e-11
0.3,2.5039932731518845e-09,2.4686214267945015e-09,2.472084679659748e-09,-2.2288234360479215e-09,-1.740232824909859e-09,-1.013502074187492e-10,-1.210818392210531e-10
0.44999999999999996,2.5038600848407615e-09,2.497206704407812e-09,2.486180091421449e-09,-2.552400748644401e-09,-7.399244511467104e-10,-1.2462732270785584e-12,-7.812722531171672e-11
0.6,2.50355066366498e-09,2.385363780130155e-09,2.509903003235133e-09,-3.2924451572447206e-09,4.0485892963320297e-10,-2.6912372813210967e-10,1.2070620671149315e-11
0.75,2.5036192249075537e-09,2.523813320922387e-09,2.5016371942682223e-09,5.960417750922275e-10,-9.826708712027787e-10,-2.3870095097820658e-11,-1.8569830786181505e-11
0.8999999999999999,2.5034293194787953e-09,2.526045278257142e-09,2.503122093523949e-09,2.305761076986939e-09,-3.730269166158391e-10,1.7451458372574807e-10,-4.113025904697237e-12
1.05,2.503352643599268e-09,2.516920208501032e-09,2.5305511803798682e-09,7.676381726844734e-10,2.1424901186187414e-09,7.516899990765574e-11,1.0917904034943e-10
1.2,2.5033757738187526e-09,2.6013592617566903e-09,2.529733057144789e-09,2.8393520250257075e-09,1.3786746947118749e-09,2.542313984041156e-10,1.087488885960694e-10
1.3499999999999999,2.5032020608367373e-09,2.468281044194142e-09,2.4859852512856944e-09,-9.314961729618257e-10,-1.3141627444203551e-09,-1.4103546593535844e-10,-8.952606488204413e-11
1.5,2.5030483925127075e-09,2.4472516956801964e-09,2.473745423032459e-09,-3.003557856894646e-09,-2.078093825311616e-09,-3.3696182196993015e-10,-1.3496848222358815e-10
1.65,2.5028942239825057e-09,2.499674555298193e-09,2.505085933113488e-09,-3.3930980000305987e-10,8.250871698487947e-11,6.817312717297227e-11,8.686400664773267e-12
1.7999999999999998,2.502711314996056e-09,2.441484449146255e-09,2.515307971938338e-09,-1.653483895830119e-09,3.4620804704689117e-10,-1.8202422173471696e-11,4.1610829039756885e-11
1.95,2.502562278763622e-09,2.5001915234701227e-09,2.5036451087863805e-09,1.0087519450848862e-09,-2.002570223472974e-10,8.638439248543316e-11,-1.2794926511336246e-11
2.1,2.502496588550006e-09,2.5657576535245753e-09,2.512629527007753e-09,3.781943905389995e-09,5.590363063283522e-10,2.4173873421927533e-10,3.569511732221899e-11
2.25,2.50232388028185e-09,2.513047534304895e-09,2.523707063834814e-09,3.873104979074927e-10,1.609866803682743e-09,-1.0001712778125016e-10,8.570632723923264e-11
2.4,2.5021793374648834e-09,2.525947988205564e-09,2.500793376241365e-09,-7.34375947431641e-10,-3.3818161473050386e-10,7.093578836276536e-12,-1.9828007942617603e-11
2.55,2.502085443819051e-09,2.484763845216594e-09,2.471430048073418e-09,-2.334100526505775e-09,-1.8825043553518195e-09,-7.821672712739523e-11,-1.3742826842547327e-10
2.6999999999999997,2.5018137220662253e-09,2.4191835462243935e-09,2.4899545434081053e-09,-2.693813184549826e-09,-1.0671923382587945e-09,-2.459982276419541e-10,-6.101870924065417e-11
2.85,2.5017152555253213e-09,2.5213904663259073e-09,2.527467941439844e-09,2.308920593903456e-09,1.4433559603115835e-09,1.5124868686080044e-10,9.119300448370939e-11
3.0,2.5014129754522243e-09,2.498939862096871e-09,2.519177268451995e-09,1.5185469761481994e-09,4.587078721450129e-10,8.376175370613699e-11,6.234756521662957e-11
3.15,2.5012469775800054e-09,2.4824311465421766e-09,2.492249007474503e-09,-6.902772572132735e-12,-5.092052477815224e-10,2.3169058650435356e-11,-2.1035936167391777e-11
3.3,2.501261857548585e-09,2.5787157940846253e-09,2.4975711332928968e-09,1.2424536963395698e-09,3.317330602521958e-10,1.7983685919059735e-10,-1.553812690502384e-11
3.4499999999999997,2.5010861078002434e-09,2.487567812161027e-09,2.5108566292304435e-09,-1.5233178133977598e-09,1.9478604547501495e-10,-9.619632643394e-11,1.0261531167797846e-11
3.5999999999999996,2.5011629648903787e-09,2.4865468044945757e-09,2.497771426166473e-09,-1.5880655663706243e-09,-7.207258400200807e-10,-1.6394952836489074e-10,-4.6489753112406516e-11
3.75,2.5010135334971216e-09,2.5158671969589005e-09,2.483023218887034e-09,8.871204179268719e-11,-1.418777098780164e-09,-2.248933340992161e-11,-8.30200533753486e-11
3.9,2.500866749955973e-09,2.4262022235700616e-09,2.499376167921723e-09,-1.1051203884028578e-09,2.814252076367848e-10,-9.99395842941251e-11,-1.7814463061598637e-11
4.05,2.5008070841759187e-09,2.525618648696615e-09,2.5218078897532023e-09,2.3050232056541076e-09,1.2661219259241162e-09,1.7871052805518124e-10,8.925384345366544e-11
4.2,2.5004942284191478e-09,2.5196669918128274e-09,2.5100281886497925e-09,1.7999301340683577e-09,6.220782167721913e-10,1.859103758524274e-10,5.903741891691163e-11
4.35,2.5002984794374212e-09,2.466861933970092e-09,2.4900740054165866e-09,-9.430989535185292e-10,-2.605617495416e-10,-1.149184807348842e-10,-3.023548977619977e-11
4.5,2.500158804149981e-09,2.569537950393319e-09,2.4950898570547255e-09,1.2984406652059723e-10,-1.8982533453837119e-10,3.792607898327508e-11,-4.4627125307278895e-11
4.6499999999999995,2.4999601971122907e-09,2.4921052522107793e-09,2.4995975625499073e-09,-1.5688768565556254e-09,-1.4202064368631652e-10,-2.0099551369881743e-11,-3.529565617051174e-11
4.8,2.499808643119221e-09,2.4624741940006577e-09,2.491744719204768e-09,-2.0707533263031767e-09,-6.230662545443207e-10,-2.2813237387709676e-10,-5.302656050939324e-11
4.95,2.4997309536971072e-09,2.519295455537606e-09,2.4952616582561286e-09,1.7086378706468528e-09,-3.196608546729279e-10,7.495889619604756e-11,-2.5299442306682256e-11
5.1,2.499489914677292e-09,2.4601053943617776e-09,2.5124770253180636e-09,5.543795358143564e-10,1.1330767962724564e-09,1.8216096885418265e-11,6.275718707936235e-11
5.25,2.499283663402429e-09,2.511902440622854e-09,2.5166877277648607e-09,1.7516631882813036e-09,1.0209229614450206e-09,9.844466007537266e-11,1.0472131359406724e-10
5.3999999999999995,2.499141397297624e-09,2.5292977077314773e-09,2.4956099125677833e-09,8.809094627960435e-10,-2.0718096831934558e-10,1.7471118764898588e-10,1.2018524206829218e-11
5.55,2.4988475009436865e-09,2.470196733139919e-09,2.482523977348378e-09,-2.2826476525526316e-09,-7.166703063718285e-10,-2.0980327955681927e-10,-9.892019409929622e-11
5.7,2.498772965927485e-09,2.5398717955873186e-09,2.497061622045989e-09,-7.042084661646967e-10,-3.994809659490345e-10,-2.85748889680972e-11,-5.979843758237162e-11
5.85,2.4986450199880245e-09,2.5016580853414373e-09,2.503263400349713e-09,-3.791116246236492e-10,-2.16987593184388e-10,2.805363919730996e-11,8.80967007495622e-12
6.0,2.4984905274657918e-09,2.447989412447019e-09,2.492817631073229e-09,-1.1533003258297153e-09,-3.503230846773277e-10,-1.8296538749178526e-10,-1.8702194909456546e-11
6.1499999999999995,2.49860918466363e-09,2.5334012799473043e-09,2.4979398685079384e-09,2.708147385942331e-09,6.129998884197266e-10,2.0976543027328365e-10,1.512518833249397e-11
6.3,2.4984137407283217e-09,2.4968527331814893e-09,2.5150009610778468e-09,1.3751149962305904e-09,9.665315877651236e-10,9.834913831652899e-11,1.0313581134432486e-10
6.45,2.4983914250730514e-09,2.4810241580786366e-09,2.510374942788495e-09,-2.6953598862432275e-10,5.690725024133661e-10,-1.0889211567998837e-10,7.816605203448787e-11
6.6,2.4982805899910087e-09,2.5294324278881366e-09,2.484426568427961e-09,-3.139852641605628e-10,-4.728832016749603e-10,3.844133069653758e-11,-7.444524884106601e-11
6.75,2.498134505373734e-09,2.474324877593558e-09,2.4757589814131232e-09,-2.489143068101417e-09,-1.177325051093798e-09,-1.8567071188889053e-10,-1.5377188512205512e-10
6.8999999999999995,2.4981169369688612e-09,2.5127217710115656e-09,2.4985210852406355e-09,-7.315661192758374e-10,-4.618169642771612e-10,8.816786037951626e-12,-2.016458093590188e-11
7.05,2.4979782228690326e-09,2.5247665633272692e-09,2.511313621107928e-09,1.4491737106436258e-09,6.415717527579064e-10,1.6342983606756086e-10,9.325136131091879e-11
7.199999999999999,2.498022807034854e-09,2.461757247651143e-09,2.5003672000581897e-09,2.2733228293299835e-11,5.697471059198996e-10,-7.167899393755772e-11,4.769593411363927e-11
7.35,2.4979631897550754e-09,2.527079696709383e-09,2.498210349593432e-09,2.0067804416788655e-09,-4.4183727686948556e-11,1.4789913703325045e-10,2.0043027695139903e-11
7.5,2.4979459396162103e-09,2.498440206939661e-09,2.504734292289847e-09,6.089036250593892e-10,3.7396736222411525e-10,6.512437430293292e-11,5.286394139224714e-11
7.6499999999999995,2.498041944105599e-09,2.458635800795576e-09,2.495796431937912e-09,-2.009375694914541e-09,2.2212762272569175e-10,-2.4357215428730113e-10,-5.370205595049093e-12
7.8,2.497990289017032e-09,2.530973607826892e-09,2.48160302994144e-09,-6.306571662552882e-10,-1.108844633824284e-09,-2.7148474238471594e-11,-1.1498846093859446e-10
7.949999999999999,2.4980136506011296e-09,2.5009538281382497e-09,2.4872668673648405e-09,-1.4316413148928356e-09,-8.842090086369982e-10,1.921536220582957e-11,-6.337438923528823e-11
8.1,2.497989676474887e-09,2.4933212536977015e-09,2.5074827312184603e-09,-9.249195663522022e-11,3.435929287710951e-10,7.267103510897822e-11,8.698602378166815e-11
8.25,2.4979916879335046e-09,2.5276720837131732e-09,2.5091746970835818e-09,2.404525227869579e-09,1.0690110916627279e-09,2.3268552512490745e-10,1.0456314221220353e-10
8.4,2.498040737323307e-09,2.47477400338114e-09,2.4936441311287997e-09,3.860166717027561e-10,1.3485462879808543e-10,-8.405780751538673e-11,-1.3060940469059577e-11
8.549999999999999,2.4979701156440937e-09,2.4981455811466562e-09,2.492605784054207e-09,2.53809025548449e-10,-3.1290203404277713e-10,-1.393753019222674e-10,-2.0768621120053012e-11
8.7,2.4980024409748786e-09,2.5157257589136506e-09,2.499044265626591e-09,1.4528058822703674e-11,1.632720879696311e-10,-8.653169287110112e-13,2.0221690735570817e-11
8.85,2.497919672345632e-09,2.4624301746794913e-09,2.4904149370931384e-09,-2.525245205423524e-09,-3.366837805758983e-10,-2.21009354585637e-10,-6.295490471706645e-11
9.0,2.4978828247462997e-09,2.5201010641573946e-09,2.4838410738165443e-09,4.1543944275762934e-10,-9.272187021930798e-10,9.76900406177569e-11,-8.914598780385386e-11
9.15,2.4977942453374915e-09,2.527044155441614e-09,2.4962949630573212e-09,4.959852723470497e-10,-1.9018065255607948e-10,2.8238865728092976e-10,2.292699791098556e-11
9.299999999999999,2.49769588278536e-09,2.4684601854822023e-09,2.510207699797782e-09,-1.656737431470361e-10,1.1751373059151912e-09,-5.032125513263195e-12,1.2554566277198509e-10
9.45,2.4976770069691053e-09,2.525631715354073e-09,2.5019174484894214e-09,1.6198119732265771e-09,6.395296368362465e-10,8.027462606068562e-11,2.960157869869797e-11
9.6,2.4976088658261423e-09,2.4902027689198982e-09,2.483634919825493e-09,-4.1870335333630794e-10,-4.180675043720374e-10,-1.699815920919771e-10,-8.172060055704069e-11
9.75,2.497668394601504e-09,2.4667472500484037e-09,2.4895646629205075e-09,-8.799015549033826e-10,-5.289680034363258e-10,-2.731532248444805e-10,-3.437101182168236e-11
9.9,2.497615614945443e-09,2.5393839266218365e-09,2.5029201600907282e-09,7.606735865436557e-10,3.78154324770666e-10,1.0785837406437003e-10,2.4574881290959943e-11
10.049999999999999,2.497630141061446e-09,2.468235702761227e-09,2.4939303955638523e-09,-1.512351922185972e-09,-3.120313663757617e-10,-7.140256067569331e-11,-3.7269998421607925e-11
10.2,2.497639600239364e-09,2.5049188535621777e-09,2.485417955174074e-09,2.2503948689247174e-10,-9.558221143085357e-10,1.458214108991943e-10,-4.826201323952903e-11
10.35,2.4975844909395125e-09,2.527756849405915e-09,2.4970469383906173e-09,1.1190526193244659e-09,2.564543733573125e-10,3.241212105513566e-10,5.583667325930843e-11
10.5,2.497565684136613e-09,2.4464306504188305e-09,2.506052257474008e-09,-3.8762370942797305e-10,1.454619366070769e-09,-1.3057564543545415e-10,8.678176919106484e-11
10.65,2.4975844909395125e-09,2.527756849405915e-09,2.4970469383906173e-09,1.1190526193244659e-09,2.564543733573125e-10,-4.7884166182944675e-11,-1.5701371352608023e-11
10.799999999999999,2.497639600239364e-09,2.5049188535621777e-09,2.485417955174074e-09,2.250394868924717e-10,-9.55822114308536e-10,-9.216223979421965e-11,-7.484841343887764e-11
10.95,2.497630141061446e-09,2.468235702761227e-09,2.4939303955638523e-09,-1.512351922185972e-09,-3.120313663757617e-10,-2.624935949270293e-10,-2.0178682253156998e-11
11.1,2.497615614945443e-09,2.5393839266218365e-09,2.5029201600907282e-09,7.60673586543656e-10,3.7815432477066595e-10,1.5417953222255976e-10,2.359803897258444e-11
11.25,2.497668394601504e-09,2.4667472500484037e-09,2.4895646629205075e-09,-8.799015549033824e-10,-5.289680034363256e-10,3.4484954222208795e-11,-2.2551359184475857e-11
11.4,2.4976088658261423e-09,2.4902027689198982e-09,2.483634919825493e-09,-4.187033533363079e-10,-4.180675043720373e-10,7.544954145737881e-11,-2.4800772342464688e-11
11.549999999999999,2.4976770069691053e-09,2.525631715354073e-09,2.5019174484894214e-09,1.6198119732265771e-09,6.395296368362468e-10,2.8914667909472157e-10,5.838125473166617e-11
11.7,2.49769588278536e-09,2.4684601854822023e-09,2.510207699797782e-09,-1.656737431470363e-10,1.1751373059151912e-09,-2.0444540496525602e-10,6.145263562603618e-11
11.85,2.4977942453374915e-09,2.527044155441614e-09,2.4962949630573212e-09,4.9598527234705e-10,-1.9018065255607948e-10,-1.2830733451265102e-10,-2.18697094391606e-11
12.0,2.4978828247462997e-09,2.5201010641573946e-09,2.4838410738165443e-09,4.154394427576293e-10,-9.2721870219308e-10,4.215059444763962e-11,-7.692190901158905e-11
12.15,2.497919672345632e-09,2.4624301746794913e-09,2.4904149370931384e-09,-2.5252452054235245e-09,-3.3668378057589855e-10,-2.343705736602146e-10,-1.888762234549705e-11
12.299999999999999,2.4980024409748786e-09,2.5157257589136506e-09,2.499044265626591e-09,1.4528058822703639e-11,1.6327208796963116e-10,1.2435689069306173e-10,2.4452016095474e-11
12.45,2.4979701156440937e-09,2.4981455811466562e-09,2.492605784054207e-09,2.538090255484489e-10,-3.1290203404277723e-10,1.248024842638902e-10,1.839580775864183e-12
12.6,2.498040737323307e-09,2.47477400338114e-09,2.4936441311287997e-09,3.860166717027561e-10,1.3485462879808543e-10,-3.297186920099721e-12,1.6579520614526158e-11
12.75,2.4979916879335046e-09,2.5276720837131732e-09,2.5091746970835818e-09,2.4045252278695784e-09,1.0690110916627276e-09,2.1851664349015233e-10,6.608489563182799e-11
12.9,2.497989676474887e-09,2.4933212536977015e-09,2.5074827312184603e-09,-9.249195663522036e-11,3.43592928771095e-10,-1.03596813255344e-10,3.22529612252446e-11
13.049999999999999,2.4980136506011296e-09,2.5009538281382497e-09,2.4872668673648405e-09,-1.4316413148928352e-09,-8.842090086369978e-10,-1.8434129247942779e-10,-7.072463688676167e-11
13.2,2.497990289017032e-09,2.530973607826892e-09,2.48160302994144e-09,-6.306571662552885e-10,-1.1088446338242843e-09,3.2497914775321625e-11,-7.337932004151507e-11
13.35,2.498041944105599e-09,2.458635800795576e-09,2.495796431937912e-09,-2.009375694914541e-09,2.221276227256919e-10,-1.889791304090938e-10,2.1027152357045317e-11
13.5,2.4979459396162103e-09,2.498440206939661e-09,2.504734292289847e-09,6.089036250593891e-10,3.739673622241153e-10,5.837412895246034e-11,6.537555196550956e-11
13.65,2.4979631897550754e-09,2.527079696709383e-09,2.498210349593432e-09,2.006780441678865e-09,-4.4183727686948653e-11,3.100391948559622e-10,1.483834854837699e-11
13.799999999999999,2.498022807034854e-09,2.461757247651143e-09,2.5003672000581897e-09,2.273322829329987e-11,5.697471059198996e-10,-6.861003753521818e-11,1.3148109324281233e-11
13.95,2.4979782228690326e-09,2.5247665633272692e-09,2.511313621107928e-09,1.4491737106436254e-09,6.415717527579062e-10,6.341616663375876e-11,5.535330632855784e-11
14.1,2.4981169369688612e-09,2.5127217710115656e-09,2.4985210852406355e-09,-7.315661192758375e-10,-4.618169642771613e-10,-6.589099396300147e-11,1.605804016227251e-11
14.25,2.498134505373734e-09,2.474324877593558e-09,2.4757589814131232e-09,-2.4891430681014168e-09,-1.1773250510937985e-09,-2.6797289187946334e-10,-8.323809549544467e-11
14.399999999999999,2.4982805899910087e-09,2.5294324278881366e-09,2.484426568427961e-09,-3.139852641605628e-10,-4.7288320167496e-10,1.2459018823887082e-10,-7.037859011790584e-11
14.549999999999999,2.4983914250730514e-09,2.4810241580786366e-09,2.510374942788495e-09,-2.695359886243229e-10,5.690725024133661e-10,-2.660637316903621e-11,5.857671815958055e-11
14.7,2.4984137407283217e-09,2.4968527331814893e-09,2.5150009610778468e-09,1.37511499623059e-09,9.665315877651236e-10,1.4668745532772572e-11,1.2056666883030058e-10
14.85,2.49860918466363e-09,2.5334012799473043e-09,2.4979398685079384e-09,2.708147385942332e-09,6.129998884197267e-10,3.3119814982105037e-10,1.567034041323089e-11
15.0,2.4984905274657918e-09,2.447989412447019e-09,2.492817631073229e-09,-1.1533003258297158e-09,-3.5032308467732747e-10,-1.903034980656714e-10,-5.1998303743148896e-11
15.149999999999999,2.4986450199880245e-09,2.5016580853414373e-09,2.503263400349713e-09,-3.791116246236489e-10,-2.1698759318438796e-10,-3.9793505222415295e-11,5.871327177162466e-12
15.299999999999999,2.498772965927485e-09,2.5398717955873186e-09,2.497061622045989e-09,-7.042084661646967e-10,-3.9948096594903466e-10,5.1819553034707467e-11,2.3343242924982174e-11
15.45,2.4988475009436865e-09,2.470196733139919e-09,2.482523977348378e-09,-2.2826476525526304e-09,-7.166703063718283e-10,-3.171971944613624e-10,-6.973459690529033e-11
15.6,2.499141397297624e-09,2.5292977077314773e-09,2.4956099125677833e-09,8.809094627960433e-10,-2.0718096831934563e-10,1.2516453114755886e-10,-2.836973258374165e-11
15.75,2.499283663402429e-09,2.511902440622854e-09,2.5166877277648607e-09,1.7516631882813034e-09,1.0209229614450206e-09,1.53666502299631e-10,1.1044567429751338e-10
15.899999999999999,2.499489914677292e-09,2.4601053943617776e-09,2.5124770253180636e-09,5.543795358143564e-10,1.1330767962724561e-09,-5.207829381126958e-11,1.0306921159138045e-10
16.05,2.4997309536971072e-09,2.519295455537606e-09,2.4952616582561286e-09,1.7086378706468536e-09,-3.196608546729278e-10,2.30976222236031e-10,-3.1900279659997776e-11
16.2,2.499808643119221e-09,2.4624741940006577e-09,2.491744719204768e-09,-2.0707533263031767e-09,-6.230662545443207e-10,-1.8807014289620847e-10,-6.811392288307746e-11
16.349999999999998,2.4999601971122907e-09,2.4921052522107793e-09,2.4995975625499073e-09,-1.5688768565556254e-09,-1.4202064368631662e-10,-1.7398796124109e-10,1.7865746013701548e-11
16.5,2.500158804149981e-09,2.569537950393319e-09,2.4950898570547255e-09,1.2984406652059715e-10,-1.8982533453837119e-10,1.8850014804594267e-10,7.588822934363605e-12
16.65,2.5002984794374212e-09,2.466861933970092e-09,2.4900740054165866e-09,-9.430989535185286e-10,-2.605617495416e-10,-2.2190828457039506e-10,-8.412728196785126e-11
16.8,2.5004942284191478e-09,2.5196669918128274e-09,2.5100281886497925e-09,1.7999301340683586e-09,6.220782167721915e-10,1.0836234218199037e-10,3.024247371273399e-11
16.95,2.5008070841759187e-09,2.525618648696615e-09,2.5218078897532023e-09,2.305023205654108e-09,1.2661219259241158e-09,2.682123147665353e-10,1.7675775135225998e-10
17.099999999999998,2.500866749955973e-09,2.4262022235700616e-09,2.499376167921723e-09,-1.105120388402858e-09,2.814252076367846e-10,-1.9254438797956984e-10,2.3939204887826393e-11
17.25,2.5010135334971216e-09,2.5158671969589005e-09,2.483023218887034e-09,8.871204179268728e-11,-1.4187770987801642e-09,8.756477823537416e-11,-1.7197363564817295e-10
17.4,2.5011629648903787e-09,2.4865468044945757e-09,2.497771426166473e-09,-1.5880655663706243e-09,-7.207258400200807e-10,-1.3229408530482638e-10,-6.235405944795865e-11
17.55,2.5010861078002434e-09,2.487567812161027e-09,2.5108566292304435e-09,-1.52331781339776e-09,1.9478604547501487e-10,-2.3394413567265064e-10,1.0540557561002076e-10
17.7,2.501261857548585e-09,2.5787157940846253e-09,2.4975711332928968e-09,1.2424536963395694e-09,3.31733060252196e-10,3.024026477454896e-10,8.029394777794672e-12
17.849999999999998,2.5012469775800054e-09,2.4824311465421766e-09,2.492249007474503e-09,-6.902772572132676e-12,-5.092052477815225e-10,-6.441056180377896e-11,-9.491154189533077e-11
18.0,2.5014129754522243e-09,2.498939862096871e-09,2.519177268451995e-09,1.5185469761481994e-09,4.587078721450128e-10,-2.0598775312774082e-11,9.924730457936145e-11
18.15,2.5017152555253213e-09,2.5213904663259073e-09,2.527467941439844e-09,2.3089205939034565e-09,1.4433559603115837e-09,2.7607384728698495e-10,1.8357646372692478e-10
18.3,2.5018137220662253e-09,2.4191835462243935e-09,2.4899545434081053e-09,-2.693813184549826e-09,-1.0671923382587941e-09,-2.6956821186447804e-10,-1.1012876817314738e-10
18.45,2.502085443819051e-09,2.484763845216594e-09,2.471430048073418e-09,-2.3341005265057746e-09,-1.882504355351819e-09,-4.856999505348414e-11,-2.4597271785816805e-10
18.599999999999998,2.5021793374648834e-09,2.525947988205564e-09,2.500793376241365e-09,-7.343759474316406e-10,-3.381816147305039e-10,9.676896422329159e-11,1.8301178253828055e-12
18.75,2.50232388028185e-09,2.513047534304895e-09,2.523707063834814e-09,3.8731049790749256e-10,1.6098668036827423e-09,-2.1119256177936243e-10,1.6407684247953505e-10
18.9,2.502496588550006e-09,2.5657576535245753e-09,2.512629527007753e-09,3.781943905389994e-09,5.590363063283524e-10,3.235448065780152e-10,5.4935190427433195e-11
19.05,2.502562278763622e-09,2.5001915234701227e-09,2.5036451087863805e-09,1.008751945084886e-09,-2.0025702234729722e-10,8.045601788248222e-11,-5.326936067633735e-12
19.2,2.502711314996056e-09,2.441484449146255e-09,2.515307971938338e-09,-1.6534838958301194e-09,3.4620804704689117e-10,-1.3646337047740704e-10,1.0091987003082062e-10
19.349999999999998,2.5028942239825057e-09,2.499674555298193e-09,2.505085933113488e-09,-3.393098000030601e-10,8.250871698487954e-11,1.7595793971003319e-10,-2.6206097161764247e-12
19.5,2.5030483925127075e-09,2.4472516956801964e-09,2.473745423032459e-09,-3.003557856894645e-09,-2.0780938253116153e-09,-4.538468707655338e-10,-2.6584668887838544e-10
19.65,2.5032020608367373e-09,2.468281044194142e-09,2.4859852512856944e-09,-9.314961729618263e-10,-1.3141627444203551e-09,-1.8862822267412503e-10,-1.3728338743649025e-10
19.8,2.5033757738187526e-09,2.6013592617566903e-09,2.529733057144789e-09,2.839352025025707e-09,1.3786746947118749e-09,5.181282597058632e-10,2.243125306743512e-10
19.95,2.503352643599268e-09,2.516920208501032e-09,2.5305511803798682e-09,7.676381726844734e-10,2.1424901186187414e-09,1.3611380626778597e-10,2.0987208588464408e-10
20.099999999999998,2.5034293194787953e-09,2.526045278257142e-09,2.503122093523949e-09,2.3057610769869387e-09,-3.7302691661583897e-10,1.642168972881374e-10,-3.34196457156291e-11
20.25,2.5036192249075537e-09,2.523813320922387e-09,2.5016371942682223e-09,5.960417750922276e-10,-9.826708712027785e-10,-1.3139095470149054e-10,-5.706304405710384e-11
20.4,2.50355066366498e-09,2.385363780130155e-09,2.509903003235133e-09,-3.29244515724472e-09,4.048589296332029e-10,-5.072782987805711e-10,2.7483700400496087e-11
20.55,2.5038600848407615e-09,2.497206704407812e-09,2.486180091421449e-09,-2.5524007486444005e-09,-7.399244511467105e-10,6.922274914262235e-11,-1.4420394944663682e-10
20.7,2.503993273151884e-09,2.4686214267945015e-09,2.472084679659748e-09,-2.228823436047922e-09,-1.740232824909859e-09,-7.731643389059077e-11,-2.5012690973548406e-10
20.849999999999998,2.5040906941602285e-09,2.4923541694705905e-09,2.5201692425639753e-09,9.487207447787268e-10,2.0029609142363918e-10,-3.606929717403397e-11,9.819205731558458e-11
